FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_new1,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Crash_UP_ID,Prsn_Type_,Prsn_Injry,Prsn_Age,Prsn_Gndr_
1049,298,48,453,2112,3,4.8453E+11,1500US484530021123,Block Group 3,G5030,S,824374,0,30.3097424,-97.6800964,779,12527220,AUS_12527220,30.30929583,-97.681145,1,1,AUS_1252722011,3,2,22,1
1050,66,48,453,306,1,4.8453E+11,1500US484530003061,Block Group 1,G5030,S,3371879,0,30.2971559,-97.7002732,950,12880756,AUS_12880756,30.30949526,-97.71035288,1,1,AUS_1288075611,3,2,51,2
1051,379,48,453,204,3,4.8453E+11,1500US484530002043,Block Group 3,G5030,S,759174,0,30.3071776,-97.744565,928,12841565,AUS_12841565,30.30997,-97.74007,2,1,AUS_1284156521,3,2,28,1
1052,379,48,453,204,3,4.8453E+11,1500US484530002043,Block Group 3,G5030,S,759174,0,30.3071776,-97.744565,1226,12165711,AUS_12165711,30.31000896,-97.74004328,2,1,AUS_1216571121,3,2,52,1
1053,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,1009,12994767,AUS_12994767,30.31000911,-97.70890965,2,1,AUS_1299476721,3,2,21,1
1054,520,48,453,2113,2,4.8453E+11,1500US484530021132,Block Group 2,G5030,S,671309,0,30.3144785,-97.6755587,213,14770407,AUS_14770407,30.31009477,-97.66720248,2,1,AUS_1477040721,3,2,16,1
1055,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,460,14141581,AUS_14141581,30.3105,-97.71194,2,1,AUS_1414158121,3,2,30,2
1056,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,1404,12865279,AUS_12865279,30.3105,-97.71194,2,1,AUS_1286527921,3,2,32,1
1057,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,1278,12272128,AUS_12272128,30.3106712,-97.73259665,2,1,AUS_1227212821,3,2,27,1
1058,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,1048,13070886,AUS_13070886,30.31081169,-97.73290571,2,1,AUS_1307088621,3,2,27,2
1059,45,48,453,203,1,4.8453E+11,1500US484530002031,Block Group 1,G5030,S,1209417,0,30.3126275,-97.7366586,718,13565259,AUS_13565259,30.31085,-97.73299,2,1,AUS_1356525921,3,3,32,1
1060,44,48,453,304,2,4.8453E+11,1500US484530003042,Block Group 2,G5030,S,598868,0,30.3105129,-97.7192852,1358,12409180,AUS_12409180,30.31086,-97.72208,2,1,AUS_1240918021,3,3,0,1
1061,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,508,13146106,AUS_13146106,30.31119,-97.71339,2,1,AUS_1314610621,3,3,33,1
1062,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,1068,11886010,AUS_11886010,30.31119,-97.71339,2,1,AUS_1188601021,3,3,25,1
1063,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,1149,12059202,AUS_12059202,30.31144,-97.70705,2,1,AUS_1205920221,3,2,23,2
1064,45,48,453,203,1,4.8453E+11,1500US484530002031,Block Group 1,G5030,S,1209417,0,30.3126275,-97.7366586,63,14386022,AUS_14386022,30.31161664,-97.73429444,2,1,AUS_1438602221,3,1,63,1
1065,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,921,12837114,AUS_12837114,30.31168731,-97.70908471,2,1,AUS_1283711421,3,2,68,1
1066,474,48,453,2106,1,4.8453E+11,1500US484530021061,Block Group 1,G5030,S,447524,0,30.3113953,-97.6890343,1336,12357572,AUS_12357572,30.31196,-97.68558166,1,1,AUS_1235757211,3,3,23,1
1067,44,48,453,304,2,4.8453E+11,1500US484530003042,Block Group 2,G5030,S,598868,0,30.3105129,-97.7192852,862,12708292,AUS_12708292,30.31201,-97.72135,2,1,AUS_1270829221,3,1,72,1
1068,378,48,453,204,2,4.8453E+11,1500US484530002042,Block Group 2,G5030,S,551614,0,30.313546,-97.7457473,630,13368542,AUS_13368542,30.31204,-97.74721,1,1,AUS_1336854211,3,2,27,1
1069,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,6,14266075,AUS_14266075,30.31206477,-97.71535247,2,1,AUS_1426607521,3,3,27,2
1070,380,48,453,304,1,4.8453E+11,1500US484530003041,Block Group 1,G5030,S,592215,0,30.3082262,-97.7144996,16,14287319,AUS_14287319,30.31206477,-97.71535247,2,1,AUS_1428731921,3,2,45,1
1071,331,48,453,101,3,4.8453E+11,1500US484530001013,Block Group 3,G5030,S,1069512,0,30.3134519,-97.7527007,731,13597984,AUS_13597984,30.31211,-97.7526,2,1,AUS_1359798421,3,3,23,1
1072,474,48,453,2106,1,4.8453E+11,1500US484530021061,Block Group 1,G5030,S,447524,0,30.3113953,-97.6890343,1180,12081698,AUS_12081698,30.31229178,-97.68808977,2,1,AUS_1208169821,3,1,44,1
1073,474,48,453,2106,1,4.8453E+11,1500US484530021061,Block Group 1,G5030,S,447524,0,30.3113953,-97.6890343,918,12834992,AUS_12834992,30.3123,-97.68809,2,1,AUS_1283499221,3,2,29,1
1074,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,511,13146178,AUS_13146178,30.31239,-97.73078,2,1,AUS_1314617821,3,2,43,1
1075,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,84,14454935,AUS_14454935,30.31282477,-97.73164246,2,1,AUS_1445493521,3,3,58,1
1076,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,381,13982049,AUS_13982049,30.31283,-97.73165,2,1,AUS_1398204921,3,3,35,1
1077,45,48,453,203,1,4.8453E+11,1500US484530002031,Block Group 1,G5030,S,1209417,0,30.3126275,-97.7366586,124,14552450,AUS_14552450,30.31343091,-97.73750188,2,1,AUS_1455245021,3,2,63,2
1078,298,48,453,2112,3,4.8453E+11,1500US484530021123,Block Group 3,G5030,S,824374,0,30.3097424,-97.6800964,238,13652593,AUS_13652593,30.31351,-97.6824,2,1,AUS_1365259321,3,2,50,1
1079,281,48,453,2104,2,4.8453E+11,1500US484530021042,Block Group 2,G5030,S,537632,0,30.3114555,-97.6991172,397,14013853,AUS_14013853,30.31379362,-97.70404845,2,1,AUS_1401385321,3,3,27,1
1080,473,48,453,2105,3,4.8453E+11,1500US484530021053,Block Group 3,G5030,S,554305,0,30.3167434,-97.7105541,403,14039160,AUS_14039160,30.31403,-97.71503,2,1,AUS_1403916021,3,3,73,1
1081,379,48,453,204,3,4.8453E+11,1500US484530002043,Block Group 3,G5030,S,759174,0,30.3071776,-97.744565,1160,12079544,AUS_12079544,30.3152381,-97.74132558,2,1,AUS_1207954421,3,1,43,1
1082,471,48,453,2104,1,4.8453E+11,1500US484530021041,Block Group 1,G5030,S,699372,0,30.3172435,-97.6946152,1058,13252338,AUS_13252338,30.31567,-97.69159,2,1,AUS_1325233821,3,1,34,1
1083,378,48,453,204,2,4.8453E+11,1500US484530002042,Block Group 2,G5030,S,551614,0,30.313546,-97.7457473,704,13531224,AUS_13531224,30.31577,-97.74249,2,1,AUS_1353122421,3,2,23,1
1084,471,48,453,2104,1,4.8453E+11,1500US484530021041,Block Group 1,G5030,S,699372,0,30.3172435,-97.6946152,1394,12616426,AUS_12616426,30.31582271,-97.70142086,2,1,AUS_1261642621,3,3,56,0
1085,44,48,453,304,2,4.8453E+11,1500US484530003042,Block Group 2,G5030,S,598868,0,30.3105129,-97.7192852,1021,13022091,AUS_13022091,30.3164,-97.71851,2,1,AUS_1302209121,3,2,25,1
1086,45,48,453,203,1,4.8453E+11,1500US484530002031,Block Group 1,G5030,S,1209417,0,30.3126275,-97.7366586,1216,12154907,AUS_12154907,30.31642313,-97.7409287,1,1,AUS_1215490711,3,1,48,1
1087,378,48,453,204,2,4.8453E+11,1500US484530002042,Block Group 2,G5030,S,551614,0,30.313546,-97.7457473,1033,13041624,AUS_13041624,30.31650146,-97.74398599,2,1,AUS_1304162421,3,2,20,1
1088,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,594,13299391,AUS_13299391,30.31741256,-97.7286287,2,1,AUS_1329939121,3,2,30,1
1089,378,48,453,204,2,4.8453E+11,1500US484530002042,Block Group 2,G5030,S,551614,0,30.313546,-97.7457473,604,13304398,AUS_13304398,30.31746723,-97.74609545,2,1,AUS_1330439821,3,2,41,1
1090,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,158,14635360,AUS_14635360,30.31764477,-97.72846246,2,1,AUS_1463536021,3,3,33,1
1091,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,337,13870413,AUS_13870413,30.31765,-97.72847,2,1,AUS_1387041321,3,2,41,2
1092,506,48,453,305,2,4.8453E+11,1500US484530003052,Block Group 2,G5030,S,621511,0,30.3138589,-97.7287013,574,13262902,AUS_13262902,30.31765,-97.72847,1,1,AUS_1326290211,3,2,19,1
1093,46,48,453,305,1,4.8453E+11,1500US484530003051,Block Group 1,G5030,S,426300,0,30.3120757,-97.7234563,56,14378327,AUS_14378327,30.31769477,-97.72117247,2,1,AUS_1437832721,3,2,20,1
1094,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,231,14838484,AUS_14838484,30.31866845,-97.70725807,2,1,AUS_1483848421,3,5,21,1
1095,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,596,13302594,AUS_13302594,30.31867261,-97.70725752,2,1,AUS_1330259421,3,2,26,1
1096,161,48,453,2113,3,4.8453E+11,1500US484530021133,Block Group 3,G5030,S,796054,0,30.320659,-97.6733475,1195,12141715,AUS_12141715,30.31953,-97.66745,1,1,AUS_1214171511,3,1,8,1
1097,133,48,453,205,3,4.8453E+11,1500US484530002053,Block Group 3,G5030,S,282684,0,30.3219278,-97.737431,1222,12156885,AUS_12156885,30.31976,-97.73886,1,1,AUS_1215688511,3,2,15,1
1098,133,48,453,205,3,4.8453E+11,1500US484530002053,Block Group 3,G5030,S,282684,0,30.3219278,-97.737431,509,13146122,AUS_13146122,30.31984,-97.73919,2,1,AUS_1314612221,3,1,41,1
1099,252,48,453,305,3,4.8453E+11,1500US484530003053,Block Group 3,G5030,S,432264,0,30.3190869,-97.7256587,1218,12154925,AUS_12154925,30.31994,-97.72697,2,1,AUS_1215492521,3,2,34,2
1100,15,48,453,1503,4,4.8453E+11,1500US484530015034,Block Group 4,G5030,S,1339325,0,30.3281841,-97.7106656,543,13218687,AUS_13218687,30.32049538,-97.71257919,2,1,AUS_1321868721,3,2,22,1
1101,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,895,12785996,AUS_12785996,30.32062085,-97.69609078,1,1,AUS_1278599611,3,2,29,2
1102,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,912,12830476,AUS_12830476,30.32076336,-97.70700568,1,1,AUS_1283047611,3,2,43,1
1103,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,1171,12081359,AUS_12081359,30.3211,-97.72939,2,1,AUS_1208135921,3,1,27,1
1104,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,1206,12150026,AUS_12150026,30.3211,-97.72939,1,1,AUS_1215002611,3,5,65,1
1105,471,48,453,2104,1,4.8453E+11,1500US484530021041,Block Group 1,G5030,S,699372,0,30.3172435,-97.6946152,930,12842781,AUS_12842781,30.32139268,-97.68909028,2,1,AUS_1284278121,3,2,26,1
1106,507,48,453,2112,1,4.8453E+11,1500US484530021121,Block Group 1,G5030,S,394668,0,30.317907,-97.687505,529,13189261,AUS_13189261,30.32141565,-97.68877376,2,1,AUS_1318926121,3,1,40,1
1107,292,48,453,1913,1,4.8453E+11,1500US484530019131,Block Group 1,G5030,S,7472082,0,30.3185121,-97.8071483,597,13302632,AUS_13302632,30.3218326,-97.81545545,2,1,AUS_1330263221,3,2,57,1
1108,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,880,12750665,AUS_12750665,30.32197387,-97.72564434,2,1,AUS_1275066521,3,2,32,1
1109,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,1173,12081407,AUS_12081407,30.32197801,-97.71857122,1,1,AUS_1208140711,3,0,53,1
1110,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,307,13797707,AUS_13797707,30.32198831,-97.71859198,2,1,AUS_1379770721,3,2,33,2
1111,335,48,453,206,1,4.8453E+11,1500US484530002061,Block Group 1,G5030,S,594006,0,30.3202718,-97.7435217,256,13707180,AUS_13707180,30.32199,-97.73934,2,1,AUS_1370718021,3,2,28,1
1112,335,48,453,206,1,4.8453E+11,1500US484530002061,Block Group 1,G5030,S,594006,0,30.3202718,-97.7435217,472,14179123,AUS_14179123,30.32199,-97.73934,2,1,AUS_1417912321,3,2,23,1
1113,472,48,453,2105,2,4.8453E+11,1500US484530021052,Block Group 2,G5030,S,857352,0,30.3176518,-97.7037163,1067,11885939,AUS_11885939,30.32212067,-97.70681763,2,1,AUS_1188593921,3,3,32,1
1114,464,48,453,1912,1,4.8453E+11,1500US484530019121,Block Group 1,G5030,S,10972214,886778,30.3252866,-97.8278484,591,13294180,AUS_13294180,30.32279101,-97.81431652,3,1,AUS_1329418031,3,3,39,1
1115,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,602,13303368,AUS_13303368,30.3229603,-97.72822908,1,1,AUS_1330336811,3,1,40,1
1116,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,53,14374576,AUS_14374576,30.32317477,-97.72807245,3,1,AUS_1437457631,3,3,53,1
1117,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,455,14129274,AUS_14129274,30.32318,-97.72808,2,1,AUS_1412927421,3,0,0,0
1118,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,1054,13120683,AUS_13120683,30.32318,-97.72808,2,1,AUS_1312068321,3,2,25,1
1119,45,48,453,203,1,4.8453E+11,1500US484530002031,Block Group 1,G5030,S,1209417,0,30.3126275,-97.7366586,299,13779230,AUS_13779230,30.32327,-97.73398,2,1,AUS_1377923021,3,2,24,2
1120,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,138,14584857,AUS_14584857,30.3234181,-97.7238658,2,1,AUS_1458485721,3,2,23,1
1121,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,925,12837421,AUS_12837421,30.323435,-97.723865,2,1,AUS_1283742121,3,2,43,1
1122,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,205,14746760,AUS_14746760,30.32344143,-97.72384913,2,1,AUS_1474676021,3,3,27,2
1123,133,48,453,205,3,4.8453E+11,1500US484530002053,Block Group 3,G5030,S,282684,0,30.3219278,-97.737431,10,14279413,AUS_14279413,30.32414477,-97.73582246,2,1,AUS_1427941321,3,2,31,2
1124,133,48,453,205,3,4.8453E+11,1500US484530002053,Block Group 3,G5030,S,282684,0,30.3219278,-97.737431,428,14075587,AUS_14075587,30.32415,-97.73582999,2,1,AUS_1407558721,3,2,27,1
1125,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,245,13664398,AUS_13664398,30.32464005,-97.72716527,2,1,AUS_1366439821,3,2,0,2
1126,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,961,12903489,AUS_12903489,30.32470009,-97.72712765,2,1,AUS_1290348921,3,2,78,1
1127,335,48,453,206,1,4.8453E+11,1500US484530002061,Block Group 1,G5030,S,594006,0,30.3202718,-97.7435217,83,14454734,AUS_14454734,30.32500477,-97.74390246,2,1,AUS_1445473421,3,3,47,2
1128,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,1365,12448280,AUS_12448280,30.32543,-97.73263,2,1,AUS_1244828021,3,2,49,1
1129,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,937,12850382,AUS_12850382,30.32562842,-97.72654222,1,1,AUS_1285038211,3,2,23,1
1130,33,48,453,206,3,4.8453E+11,1500US484530002063,Block Group 3,G5030,S,339642,0,30.3280577,-97.7412586,733,13606910,AUS_13606910,30.325746,-97.74060938,2,1,AUS_1360691021,3,2,35,2
1131,255,48,453,1812,1,4.8453E+11,1500US484530018121,Block Group 1,G5030,S,693261,0,30.324736,-97.7009756,194,14730278,AUS_14730278,30.32577446,-97.70551931,2,1,AUS_1473027821,3,3,14,2
1132,33,48,453,206,3,4.8453E+11,1500US484530002063,Block Group 3,G5030,S,339642,0,30.3280577,-97.7412586,127,14571344,AUS_14571344,30.32582477,-97.73962245,2,1,AUS_1457134421,3,2,26,1
1133,133,48,453,205,3,4.8453E+11,1500US484530002053,Block Group 3,G5030,S,282684,0,30.3219278,-97.737431,782,12541399,AUS_12541399,30.32583216,-97.73959307,1,1,AUS_1254139911,3,2,30,2
1134,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,55,14378240,AUS_14378240,30.32584668,-97.72639296,2,1,AUS_1437824021,3,2,27,1
1135,255,48,453,1812,1,4.8453E+11,1500US484530018121,Block Group 1,G5030,S,693261,0,30.324736,-97.7009756,1303,12291647,AUS_12291647,30.32588706,-97.70625417,2,1,AUS_1229164721,3,3,21,2
1136,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,485,14203953,AUS_14203953,30.3259,-97.72637,2,1,AUS_1420395321,3,2,53,1
1137,43,48,453,1503,1,4.8453E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,966,12913798,AUS_12913798,30.32592761,-97.72633641,2,1,AUS_1291379821,3,2,55,1
1138,334,48,453,205,2,4.8453E+11,1500US484530002052,Block Group 2,G5030,S,651799,0,30.3250641,-97.7308921,302,13790332,AUS_13790332,30.32593416,-97.72634559,2,1,AUS_1379033221,3,2,57,1
1139,533,48,453,1812,2,4.8453E+11,1500US484530018122,Block Group 2,G5030,S,436024,0,30.3305453,-97.6914672,1032,13041538,AUS_13041538,30.32608,-97.69238,2,1,AUS_1304153821,3,5,0,1
1140,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,1,14245367,AUS_14245367,30.32689477,-97.72573519,2,1,AUS_1424536721,3,1,51,1
1141,51,48,453,1812,3,4.8453E+11,1500US484530018123,Block Group 3,G5030,S,1193281,0,30.3321889,-97.6986045,23,14300004,AUS_14300004,30.32743477,-97.69723921,2,1,AUS_1430000421,3,1,0,1
1142,292,48,453,1913,1,4.8453E+11,1500US484530019131,Block Group 1,G5030,S,7472082,0,30.3185121,-97.8071483,1300,12291537,AUS_12291537,30.32756992,-97.81118465,2,1,AUS_1229153721,3,1,45,2
1143,33,48,453,206,3,4.8453E+11,1500US484530002063,Block Group 3,G5030,S,339642,0,30.3280577,-97.7412586,1185,12110364,AUS_12110364,30.32757981,-97.73974431,1,1,AUS_1211036411,3,2,22,1
1144,329,48,453,101,1,4.8453E+11,1500US484530001011,Block Group 1,G5030,S,950911,0,30.3232148,-97.747788,321,13825724,AUS_13825724,30.3276,-97.74914,2,1,AUS_1382572421,3,3,0,2
1145,292,48,453,1913,1,4.8453E+11,1500US484530019131,Block Group 1,G5030,S,7472082,0,30.3185121,-97.8071483,749,13652495,AUS_13652495,30.32764712,-97.81113604,2,1,AUS_1365249521,3,1,45,1
1146,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,211,14769866,AUS_14769866,30.32780477,-97.72516246,2,1,AUS_1476986621,3,5,24,1
1147,33,48,453,206,3,4.8453E+11,1500US484530002063,Block Group 3,G5030,S,339642,0,30.3280577,-97.7412586,917,12834983,AUS_12834983,30.32782,-97.73976,2,1,AUS_1283498321,3,2,29,2
1148,330,48,453,101,2,4.8453E+11,1500US484530001012,Block Group 2,G5030,S,1106259,0,30.3286623,-97.7564977,690,13515194,AUS_13515194,30.32856184,-97.75106367,2,1,AUS_1351519421,3,2,48,2
1149,15,48,453,1503,4,4.8453E+11,1500US484530015034,Block Group 4,G5030,S,1339325,0,30.3281841,-97.7106656,324,13831457,AUS_13831457,30.32883,-97.71583,2,1,AUS_1383145721,3,2,0,1
1150,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,286,13746185,AUS_13746185,30.32909923,-97.72028494,2,1,AUS_1374618521,3,2,14,1
1151,62,48,453,2202,3,4.8453E+11,1500US484530022023,Block Group 3,G5030,S,10246544,10175,30.3182646,-97.6270059,935,12850158,AUS_12850158,30.32999701,-97.63870634,1,1,AUS_1285015811,3,1,38,1
1152,51,48,453,1812,3,4.8453E+11,1500US484530018123,Block Group 3,G5030,S,1193281,0,30.3321889,-97.6986045,13,14282940,AUS_14282940,30.33010477,-97.69829247,2,1,AUS_1428294021,3,3,25,2
1153,574,48,453,1505,4,4.8453E+11,1500US484530015054,Block Group 4,G5030,S,503507,0,30.3315451,-97.7268189,1157,12059832,AUS_12059832,30.33012866,-97.72371209,2,1,AUS_1205983221,3,3,57,0
1154,574,48,453,1505,4,4.8453E+11,1500US484530015054,Block Group 4,G5030,S,503507,0,30.3315451,-97.7268189,1319,12330011,AUS_12330011,30.33031454,-97.72359591,2,1,AUS_1233001121,3,1,27,1
1155,13,48,453,1503,3,4.8453E+11,1500US484530015033,Block Group 3,G5030,S,1163063,0,30.3278302,-97.719638,248,13670295,AUS_13670295,30.33038948,-97.71563036,2,1,AUS_1367029521,3,2,57,1
1156,574,48,453,1505,4,4.8453E+11,1500US484530015054,Block Group 4,G5030,S,503507,0,30.3315451,-97.7268189,97,14481282,AUS_14481282,30.33088548,-97.73154794,2,1,AUS_1448128221,3,3,21,1
1157,160,48,453,1811,2,4.8453E+11,1500US484530018112,Block Group 2,G5030,S,654492,0,30.3266453,-97.6807024,1272,12267642,AUS_12267642,30.33103591,-97.68276923,1,1,AUS_1226764211,3,3,12,1
1158,464,48,453,1912,1,4.8453E+11,1500US484530019121,Block Group 1,G5030,S,10972214,886778,30.3252866,-97.8278484,771,12501144,AUS_12501144,30.33167,-97.81138,2,1,AUS_1250114421,3,2,13,1
1159,33,48,453,206,3,4.8453E+11,1500US484530002063,Block Group 3,G5030,S,339642,0,30.3280577,-97.7412586,1091,11947850,AUS_11947850,30.33193654,-97.74005145,2,1,AUS_1194785021,3,1,19,2
1160,101,48,453,1811,1,4.8453E+11,1500US484530018111,Block Group 1,G5030,S,789696,0,30.3257908,-97.6885519,357,13916635,AUS_13916635,30.33224,-97.68666,2,1,AUS_1391663521,3,3,18,1
1161,575,48,453,1505,1,4.8453E+11,1500US484530015051,Block Group 1,G5030,S,536140,0,30.3353783,-97.734875,1283,12274237,AUS_12274237,30.33241605,-97.73474751,2,1,AUS_1227423721,3,5,47,1
1162,15,48,453,1503,4,4.8453E+11,1500US484530015034,Block Group 4,G5030,S,1339325,0,30.3281841,-97.7106656,1344,12375702,AUS_12375702,30.33326182,-97.70522591,1,1,AUS_1237570211,3,3,22,1
1163,12,48,453,1503,2,4.8453E+11,1500US484530015032,Block Group 2,G5030,S,330948,0,30.3355474,-97.7153915,94,14471335,AUS_14471335,30.33395477,-97.71692247,2,1,AUS_1447133521,3,3,29,2
1164,574,48,453,1505,4,4.8453E+11,1500US484530015054,Block Group 4,G5030,S,503507,0,30.3315451,-97.7268189,885,12762863,AUS_12762863,30.33399,-97.72128,2,1,AUS_1276286321,3,2,48,1
1165,333,48,453,205,1,4.8453E+11,1500US484530002051,Block Group 1,G5030,S,573745,0,30.3294947,-97.7366738,954,12887500,AUS_12887500,30.33403247,-97.73812971,2,1,AUS_1288750021,3,2,41,1
1166,575,48,453,1505,1,4.8453E+11,1500US484530015051,Block Group 1,G5030,S,536140,0,30.3353783,-97.734875,1254,12215205,AUS_12215205,30.33452,-97.73344,2,1,AUS_1221520521,3,2,32,1
1167,464,48,453,1912,1,4.8453E+11,1500US484530019121,Block Group 1,G5030,S,10972214,886778,30.3252866,-97.8278484,575,13262903,AUS_13262903,30.33526244,-97.80641597,2,1,AUS_1326290321,3,1,39,1
1168,12,48,453,1503,2,4.8453E+11,1500US484530015032,Block Group 2,G5030,S,330948,0,30.3355474,-97.7153915,1219,12154933,AUS_12154933,30.3356,-97.71585,2,1,AUS_1215493321,3,2,25,2
1169,515,48,453,102,1,4.8453E+11,1500US484530001021,Block Group 1,G5030,S,2900093,156471,30.334265,-97.7695809,650,13391370,AUS_13391370,30.33645111,-97.77647292,2,1,AUS_1339137021,3,1,0,1
1170,304,48,453,1504,2,4.8453E+11,1500US484530015042,Block Group 2,G5030,S,460368,0,30.342831,-97.7228165,1005,12990054,AUS_12990054,30.33671871,-97.71955817,2,1,AUS_1299005421,3,2,50,1
1171,51,48,453,1812,3,4.8453E+11,1500US484530018123,Block Group 3,G5030,S,1193281,0,30.3321889,-97.6986045,214,14780683,AUS_14780683,30.33706477,-97.69530247,2,1,AUS_1478068321,3,1,46,1
1172,50,48,453,1505,2,4.8453E+11,1500US484530015052,Block Group 2,G5030,S,689764,0,30.3405594,-97.7331503,1170,12081287,AUS_12081287,30.33737,-97.72843,2,1,AUS_1208128721,3,3,24,1
1173,442,48,453,1504,1,4.8453E+11,1500US484530015041,Block Group 1,G5030,S,766394,0,30.3455684,-97.7184735,947,12872407,AUS_12872407,30.33788585,-97.71889461,2,1,AUS_1287240721,3,1,31,2
1174,527,48,453,1813,1,4.8453E+11,1500US484530018131,Block Group 1,G5030,S,1287404,0,30.3487772,-97.6880936,37,14352613,AUS_14352613,30.3392898,-97.70004109,2,1,AUS_1435261321,3,3,23,1
1175,442,48,453,1504,1,4.8453E+11,1500US484530015041,Block Group 1,G5030,S,766394,0,30.3455684,-97.7184735,1229,12165845,AUS_12165845,30.3394,-97.71784,2,1,AUS_1216584521,3,3,28,2
